zpid,Status Type,Status Text,Time On Zillow,Price,Area,Price Per Sqft,Zestimate,Zestimate Price Per Sqft,Rent Zestimate,Lot Area,Lot Area Unit,Beds,Bathrooms,Address,Street,City,State,Zipcode,Latitude,Longitude,Broker Name,is zillow owned,Sold Date,Sold Price,Image URL,Detail URL,Search Page URL,latitude,longitude
84469328,FOR_SALE,House for sale,88 days,899500,2754.0,327.0,,,,4930.992,sqft,4,3.0,"2316 Laurel St, New Orleans, LA 70130",2316 Laurel St,New Orleans,LA,70130,29.926851,-90.076584,Carriage House Realty,False,,,https://photos.zillowstatic.com/fp/2aab29d2bae8dc752e3e1d28eace163b-p_e.jpg,https://www.zillow.com/homedetails/2316-Laurel-St-New-Orleans-LA-70130/84469328_zpid/,https://www.zillow.com/new-orleans-la/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-90.49917116601563%2C%22east%22%3A-89.26595583398438%2C%22south%22%3A29.547910400237384%2C%22north%22%3A30.52632221620614%7D%2C%22usersSearchTerm%22%3A%22New%20Orleans%2C%20LA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A19594%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sch%22%3A%7B%22value%22%3Atrue%7D%2C%22schm%22%3A%7B%22value%22%3Afalse%7D%2C%22schh%22%3A%7B%22value%22%3Afalse%7D%2C%22schu%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,29.9269806,-90.0766684
148974706,FOR_SALE,Condo for sale,7 days,269000,620.0,434.0,,,,,,1,1.0,"1200 Burgundy St #1, New Orleans, LA 70116",1200 Burgundy St #1,New Orleans,LA,70116,29.963758,-90.06373,"REVE, REALTORS",False,,,https://photos.zillowstatic.com/fp/93810e1b445c060a075d3292c1f76715-p_e.jpg,https://www.zillow.com/homedetails/1200-Burgundy-St-1-New-Orleans-LA-70116/148974706_zpid/,https://www.zillow.com/new-orleans-la/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-90.49917116601563%2C%22east%22%3A-89.26595583398438%2C%22south%22%3A29.547910400237384%2C%22north%22%3A30.52632221620614%7D%2C%22usersSearchTerm%22%3A%22New%20Orleans%2C%20LA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A19594%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sch%22%3A%7B%22value%22%3Atrue%7D%2C%22schm%22%3A%7B%22value%22%3Afalse%7D%2C%22schh%22%3A%7B%22value%22%3Afalse%7D%2C%22schu%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,29.9638036,-90.0636892
2053202124,FOR_SALE,House for sale,21 days,850000,2050.0,415.0,,,,4128.0,sqft,3,2.0,"3314 Camp St #3314, New Orleans, LA 70115",3314 Camp St #3314,New Orleans,LA,70115,29.924026,-90.08849,"Upper Management Realty, LLC",False,,,https://photos.zillowstatic.com/fp/4c25d64949e44f677e1c3d8eb1b46c61-p_e.jpg,https://www.zillow.com/homedetails/3314-Camp-St-3314-New-Orleans-LA-70115/2053202124_zpid/,https://www.zillow.com/new-orleans-la/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-90.49917116601563%2C%22east%22%3A-89.26595583398438%2C%22south%22%3A29.547910400237384%2C%22north%22%3A30.52632221620614%7D%2C%22usersSearchTerm%22%3A%22New%20Orleans%2C%20LA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A19594%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sch%22%3A%7B%22value%22%3Atrue%7D%2C%22schm%22%3A%7B%22value%22%3Afalse%7D%2C%22schh%22%3A%7B%22value%22%3Afalse%7D%2C%22schu%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,29.92405279999999,-90.088517
73834037,FOR_SALE,House for sale,5 days,289000,2509.0,115.0,,,,,,4,3.0,"3616 Inwood Ave, New Orleans, LA 70131",3616 Inwood Ave,New Orleans,LA,70131,29.90997,-89.99797,"Collab Realty, LLC",False,,,https://photos.zillowstatic.com/fp/555cf68ccd7cb6e246bf8e8cf24f054e-p_e.jpg,https://www.zillow.com/homedetails/3616-Inwood-Ave-New-Orleans-LA-70131/73834037_zpid/,https://www.zillow.com/new-orleans-la/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-90.49917116601563%2C%22east%22%3A-89.26595583398438%2C%22south%22%3A29.547910400237384%2C%22north%22%3A30.52632221620614%7D%2C%22usersSearchTerm%22%3A%22New%20Orleans%2C%20LA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A19594%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sch%22%3A%7B%22value%22%3Atrue%7D%2C%22schm%22%3A%7B%22value%22%3Afalse%7D%2C%22schh%22%3A%7B%22value%22%3Afalse%7D%2C%22schu%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,29.909917,-89.9980257
2055671688,FOR_SALE,Multi-family home for sale,43 days,585000,2859.0,205.0,,,,4238.388,sqft,5,5.0,"2037-39 Dumaine St, New Orleans, LA 70116",2037-39 Dumaine St,New Orleans,LA,70116,29.959965,-90.06373,"REVE, REALTORS",False,,,https://photos.zillowstatic.com/fp/d95774f3e85cbd5e58c6da253e9e57da-p_e.jpg,https://www.zillow.com/homedetails/2037-39-Dumaine-St-New-Orleans-LA-70116/2055671688_zpid/,https://www.zillow.com/new-orleans-la/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-90.49917116601563%2C%22east%22%3A-89.26595583398438%2C%22south%22%3A29.547910400237384%2C%22north%22%3A30.52632221620614%7D%2C%22usersSearchTerm%22%3A%22New%20Orleans%2C%20LA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A19594%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sch%22%3A%7B%22value%22%3Atrue%7D%2C%22schm%22%3A%7B%22value%22%3Afalse%7D%2C%22schh%22%3A%7B%22value%22%3Afalse%7D%2C%22schu%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,29.9681433,-90.0753094
73790865,FOR_SALE,New construction,60 days,319000,1666.0,191.0,,,,4800.0,sqft,4,2.0,"6061 Cameron Blvd, New Orleans, LA 70122",6061 Cameron Blvd,New Orleans,LA,70122,30.021404,-90.06425,Arpent Realty and Property Man,False,,,https://photos.zillowstatic.com/fp/ccbe0b5837fad182bf761ef9a9f1dd39-p_e.jpg,https://www.zillow.com/homedetails/6061-Cameron-Blvd-New-Orleans-LA-70122/73790865_zpid/,https://www.zillow.com/new-orleans-la/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-90.49917116601563%2C%22east%22%3A-89.26595583398438%2C%22south%22%3A29.547910400237384%2C%22north%22%3A30.52632221620614%7D%2C%22usersSearchTerm%22%3A%22New%20Orleans%2C%20LA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A19594%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sch%22%3A%7B%22value%22%3Atrue%7D%2C%22schm%22%3A%7B%22value%22%3Afalse%7D%2C%22schh%22%3A%7B%22value%22%3Afalse%7D%2C%22schu%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,30.021411,-90.064256
73780143,FOR_SALE,Condo for sale,117 days,330000,841.0,392.0,,,,640.332,sqft,2,1.0,"1125 Royal St APT 3, New Orleans, LA 70116",1125 Royal St APT 3,New Orleans,LA,70116,29.961506,-90.061775,Talbot Historic Properties,False,,,https://photos.zillowstatic.com/fp/e04787cb7a662369616fd5bbee653638-p_e.jpg,https://www.zillow.com/homedetails/1125-Royal-St-APT-3-New-Orleans-LA-70116/73780143_zpid/,https://www.zillow.com/new-orleans-la/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-90.49917116601563%2C%22east%22%3A-89.26595583398438%2C%22south%22%3A29.547910400237384%2C%22north%22%3A30.52632221620614%7D%2C%22usersSearchTerm%22%3A%22New%20Orleans%2C%20LA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A19594%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sch%22%3A%7B%22value%22%3Atrue%7D%2C%22schm%22%3A%7B%22value%22%3Afalse%7D%2C%22schh%22%3A%7B%22value%22%3Afalse%7D%2C%22schu%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,29.961505,-90.06177389999999
73834793,FOR_SALE,House for sale,42 days,1190000,3804.0,313.0,,,,3524.004,sqft,5,5.0,"4104 Prytania St, New Orleans, LA 70115",4104 Prytania St,New Orleans,LA,70115,29.92507,-90.0987,LATTER & BLUM (LATT28),False,,,https://photos.zillowstatic.com/fp/5204f4618cb50bdfdb35fb8a14572c14-p_e.jpg,https://www.zillow.com/homedetails/4104-Prytania-St-New-Orleans-LA-70115/73834793_zpid/,https://www.zillow.com/new-orleans-la/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-90.49917116601563%2C%22east%22%3A-89.26595583398438%2C%22south%22%3A29.547910400237384%2C%22north%22%3A30.52632221620614%7D%2C%22usersSearchTerm%22%3A%22New%20Orleans%2C%20LA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A19594%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sch%22%3A%7B%22value%22%3Atrue%7D%2C%22schm%22%3A%7B%22value%22%3Afalse%7D%2C%22schh%22%3A%7B%22value%22%3Afalse%7D%2C%22schu%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,29.9250723,-90.098725
73801133,FOR_SALE,House for sale,60 days,249900,1068.0,234.0,,,,3689.0,sqft,2,2.0,"1311 Alvar St, New Orleans, LA 70117",1311 Alvar St,New Orleans,LA,70117,29.96803,-90.03543,"REVE, REALTORS",False,,,https://photos.zillowstatic.com/fp/39f55c8097dc90c400223ec2225a44bf-p_e.jpg,https://www.zillow.com/homedetails/1311-Alvar-St-New-Orleans-LA-70117/73801133_zpid/,https://www.zillow.com/new-orleans-la/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-90.49917116601563%2C%22east%22%3A-89.26595583398438%2C%22south%22%3A29.547910400237384%2C%22north%22%3A30.52632221620614%7D%2C%22usersSearchTerm%22%3A%22New%20Orleans%2C%20LA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A19594%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sch%22%3A%7B%22value%22%3Atrue%7D%2C%22schm%22%3A%7B%22value%22%3Afalse%7D%2C%22schh%22%3A%7B%22value%22%3Afalse%7D%2C%22schu%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,29.9680584,-90.0355015
73783298,FOR_SALE,House for sale,61 days,799900,2975.0,269.0,,,,6100.0,sqft,4,4.0,"6671 Canal Blvd, New Orleans, LA 70124",6671 Canal Blvd,New Orleans,LA,70124,30.011904,-90.10666,TAG Realty LLC,False,,,https://photos.zillowstatic.com/fp/90362fe2a8ea4954d366a3892214b7d2-p_e.jpg,https://www.zillow.com/homedetails/6671-Canal-Blvd-New-Orleans-LA-70124/73783298_zpid/,https://www.zillow.com/new-orleans-la/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-90.49917116601563%2C%22east%22%3A-89.26595583398438%2C%22south%22%3A29.547910400237384%2C%22north%22%3A30.52632221620614%7D%2C%22usersSearchTerm%22%3A%22New%20Orleans%2C%20LA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A19594%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sch%22%3A%7B%22value%22%3Atrue%7D%2C%22schm%22%3A%7B%22value%22%3Afalse%7D%2C%22schh%22%3A%7B%22value%22%3Afalse%7D%2C%22schu%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,30.012038,-90.1066704
2065972385,FOR_SALE,Multi-family home for sale,3 days,520000,2888.0,180.0,,,,3016.0,sqft,4,5.0,"300-02 Webster St, New Orleans, LA 70118",300-02 Webster St,New Orleans,LA,70118,29.922333,-90.12354,Keller Williams Realty New Orleans,False,,,https://photos.zillowstatic.com/fp/44bbaf207decd85fe65757d9da462360-p_e.jpg,https://www.zillow.com/homedetails/300-02-Webster-St-New-Orleans-LA-70118/2065972385_zpid/,https://www.zillow.com/new-orleans-la/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-90.49917116601563%2C%22east%22%3A-89.26595583398438%2C%22south%22%3A29.547910400237384%2C%22north%22%3A30.52632221620614%7D%2C%22usersSearchTerm%22%3A%22New%20Orleans%2C%20LA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A19594%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sch%22%3A%7B%22value%22%3Atrue%7D%2C%22schm%22%3A%7B%22value%22%3Afalse%7D%2C%22schh%22%3A%7B%22value%22%3Afalse%7D%2C%22schu%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,29.9184235,-90.1255559
73830391,FOR_SALE,House for sale,48 days,329000,2014.0,163.0,,,,6708.24,sqft,3,3.0,"27 Park Timbers Dr, New Orleans, LA 70131",27 Park Timbers Dr,New Orleans,LA,70131,29.916903,-90.012924,Change Realty LLC,False,,,https://photos.zillowstatic.com/fp/6c054d813ed31fbb733263996aa44d8a-p_e.jpg,https://www.zillow.com/homedetails/27-Park-Timbers-Dr-New-Orleans-LA-70131/73830391_zpid/,https://www.zillow.com/new-orleans-la/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-90.49917116601563%2C%22east%22%3A-89.26595583398438%2C%22south%22%3A29.547910400237384%2C%22north%22%3A30.52632221620614%7D%2C%22usersSearchTerm%22%3A%22New%20Orleans%2C%20LA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A19594%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sch%22%3A%7B%22value%22%3Atrue%7D%2C%22schm%22%3A%7B%22value%22%3Afalse%7D%2C%22schh%22%3A%7B%22value%22%3Afalse%7D%2C%22schu%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,29.9169035,-90.0128551
73818766,FOR_SALE,House for sale,33 days,69900,2334.0,30.0,,,,7718.832,sqft,3,2.0,"7600 Adventure Ave, New Orleans, LA 70129",7600 Adventure Ave,New Orleans,LA,70129,30.0614,-89.92749,"Donald Julien & Associates, Inc.",False,,,https://photos.zillowstatic.com/fp/96d8ef97533fdd3b907d785aefb5c9ee-p_e.jpg,https://www.zillow.com/homedetails/7600-Adventure-Ave-New-Orleans-LA-70129/73818766_zpid/,https://www.zillow.com/new-orleans-la/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-90.49917116601563%2C%22east%22%3A-89.26595583398438%2C%22south%22%3A29.547910400237384%2C%22north%22%3A30.52632221620614%7D%2C%22usersSearchTerm%22%3A%22New%20Orleans%2C%20LA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A19594%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sch%22%3A%7B%22value%22%3Atrue%7D%2C%22schm%22%3A%7B%22value%22%3Afalse%7D%2C%22schh%22%3A%7B%22value%22%3Afalse%7D%2C%22schu%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,30.0614166,-89.9275162
73824165,FOR_SALE,House for sale,115 days,190000,1955.0,97.0,,,,7000.0,sqft,3,2.0,"1440 Shirley Dr, New Orleans, LA 70114",1440 Shirley Dr,New Orleans,LA,70114,29.938992,-90.03136,Essential Living Realty LLC,False,,,https://photos.zillowstatic.com/fp/a20ef43e4d800e55fd91ec353ee4fdb1-p_e.jpg,https://www.zillow.com/homedetails/1440-Shirley-Dr-New-Orleans-LA-70114/73824165_zpid/,https://www.zillow.com/new-orleans-la/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-90.49917116601563%2C%22east%22%3A-89.26595583398438%2C%22south%22%3A29.547910400237384%2C%22north%22%3A30.52632221620614%7D%2C%22usersSearchTerm%22%3A%22New%20Orleans%2C%20LA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A19594%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sch%22%3A%7B%22value%22%3Atrue%7D%2C%22schm%22%3A%7B%22value%22%3Afalse%7D%2C%22schh%22%3A%7B%22value%22%3Afalse%7D%2C%22schu%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,29.9390053,-90.0314252
73843181,FOR_SALE,House for sale,56 days,1365000,4301.0,317.0,,,,6300.0,sqft,4,4.0,"7463 Dominican St, New Orleans, LA 70118",7463 Dominican St,New Orleans,LA,70118,29.937841,-90.13069,"Berkshire Hathaway HomeServices Preferred, REALTOR",False,,,https://photos.zillowstatic.com/fp/2556d8e86b967c5be9a3169083ddf95d-p_e.jpg,https://www.zillow.com/homedetails/7463-Dominican-St-New-Orleans-LA-70118/73843181_zpid/,https://www.zillow.com/new-orleans-la/3_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A4%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-90.49917116601563%2C%22east%22%3A-89.26595583398438%2C%22south%22%3A29.547910400237384%2C%22north%22%3A30.52632221620614%7D%2C%22usersSearchTerm%22%3A%22New%20Orleans%2C%20LA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A19594%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sch%22%3A%7B%22value%22%3Atrue%7D%2C%22schm%22%3A%7B%22value%22%3Afalse%7D%2C%22schh%22%3A%7B%22value%22%3Afalse%7D%2C%22schu%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,29.9377106,-90.1306346
73839224,FOR_SALE,House for sale,45 days,975000,2954.0,330.0,,,,4320.0,sqft,4,4.0,"915 Nashville Ave, New Orleans, LA 70115",915 Nashville Ave,New Orleans,LA,70115,29.92275,-90.118286,Christian Shane Properties,False,,,https://photos.zillowstatic.com/fp/9efc9c86502c57f6adb1ef66717faf0b-p_e.jpg,https://www.zillow.com/homedetails/915-Nashville-Ave-New-Orleans-LA-70115/73839224_zpid/,https://www.zillow.com/new-orleans-la/4_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A5%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-90.49917116601563%2C%22east%22%3A-89.26595583398438%2C%22south%22%3A29.547910400237384%2C%22north%22%3A30.52632221620614%7D%2C%22usersSearchTerm%22%3A%22New%20Orleans%2C%20LA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A19594%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sch%22%3A%7B%22value%22%3Atrue%7D%2C%22schm%22%3A%7B%22value%22%3Afalse%7D%2C%22schh%22%3A%7B%22value%22%3Afalse%7D%2C%22schu%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,29.9227697,-90.1183032
84440178,FOR_SALE,Condo for sale,3 days,215000,591.0,364.0,,,,,,1,1.0,"920 Poeyfarre St APT 355, New Orleans, LA 70130",920 Poeyfarre St APT 355,New Orleans,LA,70130,29.941345,-90.06806,Mirambell Realty,False,,,https://photos.zillowstatic.com/fp/396ccebf0a31875798ecf0889cd60db7-p_e.jpg,https://www.zillow.com/homedetails/920-Poeyfarre-St-APT-355-New-Orleans-LA-70130/84440178_zpid/,https://www.zillow.com/new-orleans-la/4_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A5%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-90.49917116601563%2C%22east%22%3A-89.26595583398438%2C%22south%22%3A29.547910400237384%2C%22north%22%3A30.52632221620614%7D%2C%22usersSearchTerm%22%3A%22New%20Orleans%2C%20LA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A19594%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sch%22%3A%7B%22value%22%3Atrue%7D%2C%22schm%22%3A%7B%22value%22%3Afalse%7D%2C%22schh%22%3A%7B%22value%22%3Afalse%7D%2C%22schu%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,29.9413452,-90.0680594
148975061,FOR_SALE,Condo for sale,11 days,360000,1446.0,249.0,,,,,,2,2.0,"1020 Esplanade Ave APT 213, New Orleans, LA 70116",1020 Esplanade Ave APT 213,New Orleans,LA,70116,29.965221,-90.06293,FQR Realtors,False,,,https://photos.zillowstatic.com/fp/fcf5186dcefdfb10cb63e2847aee4986-p_e.jpg,https://www.zillow.com/homedetails/1020-Esplanade-Ave-APT-213-New-Orleans-LA-70116/148975061_zpid/,https://www.zillow.com/new-orleans-la/4_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A5%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-90.49917116601563%2C%22east%22%3A-89.26595583398438%2C%22south%22%3A29.547910400237384%2C%22north%22%3A30.52632221620614%7D%2C%22usersSearchTerm%22%3A%22New%20Orleans%2C%20LA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A19594%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sch%22%3A%7B%22value%22%3Atrue%7D%2C%22schm%22%3A%7B%22value%22%3Afalse%7D%2C%22schh%22%3A%7B%22value%22%3Afalse%7D%2C%22schu%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,29.965214,-90.06293439999999
73821693,FOR_SALE,House for sale,11 days,385000,1600.0,241.0,,,,1550.736,sqft,4,3.0,"1720 Philip St, New Orleans, LA 70113",1720 Philip St,New Orleans,LA,70113,29.934385,-90.08324,"Social Realty, LLC",False,,,https://photos.zillowstatic.com/fp/f134eaf3d65305c7ad01a2725bf0a1d7-p_e.jpg,https://www.zillow.com/homedetails/1720-Philip-St-New-Orleans-LA-70113/73821693_zpid/,https://www.zillow.com/new-orleans-la/4_p/?searchQueryState=%7B%22pagination%22%3A%7B%22currentPage%22%3A5%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-90.49917116601563%2C%22east%22%3A-89.26595583398438%2C%22south%22%3A29.547910400237384%2C%22north%22%3A30.52632221620614%7D%2C%22usersSearchTerm%22%3A%22New%20Orleans%2C%20LA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A19594%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22sch%22%3A%7B%22value%22%3Atrue%7D%2C%22schm%22%3A%7B%22value%22%3Afalse%7D%2C%22schh%22%3A%7B%22value%22%3Afalse%7D%2C%22schu%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,29.9343924,-90.08322509999999
